file,title,brand,model,generation,price_usd,market_price_usd,description,year,gearbox,engine_volume,engine_type,mileage,body,drive,color,power_hp,fuel_consumption
128812561.html,"Renault Logan Stepway, 2019 г., 1,6 л., бензин, механика, купить в Минске - цена 9750 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №128812561",Renault,Logan Stepway,I,9750.0,9471.0,"Отличное состояние! Покупалась новой в Минске у Официального Дилера (на Ул.Свислочской). Один хозяин! Дата первой регистрации 03.2020г/производство 27.12.2019 г. Оригинальный пробег 115000км. Кузов ровный, без вмятин и царапин. Капот не гнилой и не ржавый (больное место этих моделей!). Чистый не прокуренный салон (всегда была в чехлах). Чистый не провисший потолок. Мотор не дымит и не парит, работает идеально. Подвеска усиленная, для плохих дорог! Высокий клиренс! Хорошая комплектация: электро-стекла, электро-зеркала с подогревом, кондиционер (заправлен и работает!), подогрев сидений, ксенон, дожим стёкол, кожаный серво-руль, abs/esp, mp3, блютуз, 12 airbag, система крепления детских кресел isofix, противотуманки и тд. Всё работает! Ошибок никаких не горит! Стёкла и оптика целые! Ручник держит. На новой резине! Два ключа, сервисные книги. Не требует никаких вложений!Своевременное обслуживание! В такси, прокатах, доставках и т.п. не использовалась!!! Газ не стоял!!! Возможна продажа через лизинговую компанию. Снята с учёта для продажи. Продается только с полным оформлением по Дкп! Торг реальному покупателю!",2019.0,механика,1.6,бензин,115000.0,седан,передний привод,другой,82.0,7.4
128910463.html,"Ford Focus III · Рестайлинг, 2018 г., 1,5 л., дизель, робот, купить в Минске - цена 10499 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №128910463",Ford,Focus,III · Рестайлинг,10499.0,10678.0,"Ford Focus универсал — это не машина, это шоколадная конфэта!Не просто автомобиль, а многофункциональный лайфхак на колёсах. Из серии ""и в пир, и в мир, и на дачу, и в экспедицию за картохой"".Дизель 4–5 л/100 км — это не расход, это режим экономии ""дзен"".Заправка видит вас реже, чем некоторые родственники и начинает скучать по вам.Отличная тяга с низов — уверенные обгоны и комфорт как на трассе, так и в городе. Чуть нажал педаль — и ""вжух"", вы уже впереди. Обгоны происходят с лёгкой улыбкой и мыслью: ""я просто могу"".))Багажник — это не багажник, это параллельная вселенная.Коляска? Да. Чемоданы? Да. Полквартиры? Попробуем.Помните как просыпаются инстинкты и тянет на природу со страшной силой? Пол кабана, мешок картохи, пара-тройка друзей и улов из самых смелых мечт? Загружайтесь, не стесняйтесь.Форд фокус универсал — это когда слово ""перевес"" существует только в аэропорту.За рулём — отдельная магия.Мультимедийный руль — это джойстик хорошего настроения. Повернул — и день повернулся в плюс.Звонят по громкой связи: ""Привет! Как дела?"" Вы абсолютно честно отвечаете: ""Великолепно!""Комфорт — как бабулин плед у камина, только на скорости 100 км/ч. От управления вместительным и мега-удобным болидом поистине царские ощущения.Подвеска мягко сглаживает реальность, задний ряд — VIP-ложа для тёщи, а любая поездка по трассе превращается в мини-отпуск. Тихо, удобно, без суеты — даже пробки переживаются философски.Удалённый запуск зимой — это вообще отдельный уровень заботы о себе. Сел в тёплый салон и больше не можешь отогнать мысль — ""жизнь удалась"".)Безопасность и устойчивость — машина думает вместе с вами. Иногда даже быстрее. Чувствуешь себя спокойно, уверенно и немного по-королевски.Обслуживание — без драм и сюрпризов. Не автомобиль, а финансово дисциплинированный член семьи.Стильная, чёрная — как завещал дедушка Генри Ф. Смотрится солидно, едет бодро, вмещает много.Это не просто универсал.Это стиль жизни «всё своё вожу с собой и делаю это красиво».Сел — поехал — получил удовольствие.Работы по авто.05.10.2022 — 128850 кмМасло ДВС, фильтры — масляный, топливный, салон.Масло КПП Castrol, фильтр КПП.Ремень ГРМ, ролики 2 шт., ремень генератора, помпа, антифриз.14.04.2023 — 137000 кмМасло ДВС, фильтры — масляный, воздушный, салон.27.07.2023 — 140400 кмТяга рулевая, тяга стабилизатора правая.15.02.2024 — 145500 кмМасло ДВС, фильтры — масляный.Подушка ДВС правая.Подушка КПП нижняя.Колодки задние и передние.01.10.2024 — 153400 кмМасло ДВС, фильтры — масляный.16.10.2025 — 164500 кмМасло ДВС, фильтры — масляный, воздушный, топливный, салонный.17.12.2025 — 166000 кмАккумулятор 74 A/h, 750 A. Теперь даже в лютые морозы заводится с пол-оборота.)26.12.2025 — 166500 кмМаховик, задний сальник коленвала, уплотнительные кольца.Летняя резина в подарок! Продаю, потому что собираюсь сбросить пару килограммов и побольше гулять пешком, а этот красавец уже готов к аплодисментам на новой парковке. Да, он шикарен, да, ему будут завидовать, но пора делиться счастьем!Не нужно стесняться — звоните, пишите, на номере есть Telegram и Viber. Отвечу всем! P.S. Обоснованный торг уместен.)Автосалонам просьба не беспокоить, пусть тоже мечтают))",2018.0,робот,1.5,дизель,168500.0,универсал,передний привод,чёрный,120.0,4.2
128921722.html,"Ford Focus I, 2000 г., 1,8 л., дизель, механика, купить в Бресте - цена 3530,08 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №128921722",Ford,Focus,I,3530.0,1707.0,"Продам надёжный, крепкий и простой автомобиль, вложений не требует. На ходу каждый день. Замена грм 10000 назад, замена масла, фильтра 200 км назад. Много чего было сделано. Все моргает, светится и крутится. С продажей не тороплюсь. Ездила жена. Продажа только с переоформлением. Продажа в связи с преобретением нового автомобиля. Расчёт в бел. рублях.",2000.0,механика,1.8,дизель,319000.0,хэтчбек 5 дв.,передний привод,чёрный,90.0,5.4
128946768.html,"Volkswagen Tiguan II· Рестайлинг, 2020 г., 1,5 л., бензин, робот, купить в Лиде - цена 29499 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №128946768",Volkswagen,Tiguan,II· Рестайлинг,29499.0,27327.0,"Автомобиль без пробега по РБ и РФ ( из Германии), отличное состояние.  очень  красивый цвет .По немецкому брифу   2021г.Дата ввоза 2026 г.Рейсталинговая модельДвигатель 1.5 TSI  110 квт 150 л.с .Отличная динамика с очень маленьким расходом топлива . Самый надежный и экономичный двигатель в линейке.. Богатая комплектация  !!! R LINEСветодиодный    головной свет   FULL  LEDклимат-контроль Premium ( 3-х зонный )комбинированные   сидения ""ErgoActive ""Расширенные задние фонари LED ( версия Highline)DISTRONIC ( активный круиз-контроль ) Черный потолокLED контурная светодиодная подсветка салонаподогрев сиденийОбогрев руляКонтроль  слепых  зонСчитывание  дорожных  знаков Помощь и движение в полосеKEYLESS-GO(Интеллектуальная система доступа и запуска автомобиля) Электро багажникрейлингиСистема AutoHold контроль давления в шинах Система Smart link Навигационная цветная система Discover Навигационные карты за 2025 год! слот для SD-карт памяти  (для воспроизведения данных аудиофайлов )мультимедиа-разъем AUX-IN, USB Система автоматического запуска и остановки двигателя (Start-Stop) Антибликовое лобовое стекло с атермальной и ультрафиолетовой защитой Зеркала с электроприводом , обогревом и подсветкой  Функция помощи (удержания автомобиля) при начале движения на склоне Громкая связь Bluetooth Зеркала в противосолнечных козырьках с подсветкой для водителя и пассажира Антиблокировочная система (ABS) Датчики света и дождя Перчаточный ящик с охлаждением Указатели поворота интегрированы в наружных зеркалах Электронная система стабилизации движения (ESP) 8 подушек безопасности Центральный замок с ДУ подогревы форсунок омывателя Рулевая колонка регулируемая по вылету и углу наклона Бортовой компьютер Парковочные датчики передние и задние  камера заднего видаЭлектростеклоподъемники с функцией дожима Руль с кожаной отделкой высшего качества Система оповещения об усталости водителя Автоматически затемняющееся внутреннее зеркало заднего вида Заводские тонированные стекла  AS3Красивые диски R19 7-ст. AКПП DQ381И т.дСервисные документы. Безаварийное прошлое , 100% заводская краска  (предоставлю для проверки  толщиномер краски )    бриф , 2 ключа ,100 % оригинальный пробегЧистый аккуратный салон .  Авто собран для внутреннего рынка Европы, что говорит о качественной немецкой сборке, с идеальной шумо-изоляцией.Автомобиль полностью обслужен в Европе  и не требует вложений . Автомобиль растоможен и уплачен утилизационный сборКачественный немецкий автомобиль для семьи на каждый день и дальние путешествия. Современный удачный дизайн кроссовера.Не упустите возможность купить хороший автомобильТаких машин на рынке мало, а не битых и в заводской краске с такой комплектацией   нет , поэтому  кто устал искать действительно хорошую машину - звоните!",2020.0,робот,1.5,бензин,168000.0,внедорожник 5 дв.,передний привод,чёрный,150.0,5.7
128957155.html,"Mazda 3 BK · Рестайлинг, 2007 г., 1,6 л., бензин, механика, купить в Минске - цена 2650 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №128957155",Mazda,3,BK · Рестайлинг,2650.0,4431.0,"Технически в отличном состоянии, мотор на холодную и горячую не дымит, подвеска пересыпана , новые ступичные , ручник держит, кулиса не разбита. Стекла,оптика целые. По кузову есть нюансы. Чистый 07 год. Возможна продажа в лизинг. Снята с учета для удобной продажи.",2007.0,механика,1.6,бензин,296000.0,седан,передний привод,другой,105.0,6.9
128957541.html,"Citroen C3 III · Рестайлинг, 2021 г., 1,2 л., бензин, механика, купить в Гомеле - цена 10950 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №128957541",Citroen,C3,III · Рестайлинг,10950.0,11618.0,"Citroen c3 III рестайлинг .Полностью в родной краске и с родным пробегом. Состояние идеальное. Новая резина, родные коврики, расход по городу 6.5-7 литров.Самый лучший и надежный двигатель 1.2 Заменен грм в Европе и все фильтра, масло. Делать ничего не надо от слова совсем. Хорошая комплектация : климат контроль, круиз контроль, LED фары , парктроники , авто торможение, контроль полос, датчик света, датчик дождя, автодальний свет, датчик давления шин, старт-стоп, черные зеркала со складыванием и т.д. Каждая кнопочка работает . Сцепление, тормозная система , коробка  6 ступенчатая в идеале! Возможна любая продажа : в лизинг , кредит , наличные ( но желательно наличными )!",2021.0,механика,1.2,бензин,136826.0,хэтчбек 5 дв.,передний привод,серебристый,110.0,4.6
128959093.html,"Toyota BZ3, 2024 г., л., электро, автомат, купить в Минске - цена 19200 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №128959093",Toyota,BZ3,I,19200.0,,"Состояние нового авто. Сделан полный антикор, тонировка, керамика ЛКП. Выпуск конец 2024 года. На транзитах.",2024.0,автомат,,электро,517.0,седан,передний привод,чёрный,184.0,
129029444.html,"Buick Encore GX I, 2021 г., 1,3 л., бензин, вариатор, купить в Могилеве - цена 16190 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №129029444",Buick,Encore GX,I,16190.0,17252.0,"Проходная на РФ!(документы на руках)!Оформление на выгодных условиях кредита или лизинга через наших партнёров.Buick ENCOR GX 2021г., 1,3 , 155л.с. - надежный, комфортный, практичный и экономичный автомобиль из США. Один хозяин в РБ. Родной пробег. Пригонялась для жены. Зимой не эксплуатировался. Всё восстановлено в оригинале. Состояние нового автомобиля.ТО производилось каждые 7-8 тыс. км.Вложений не требует. Причина срочной продажи - покупка недвижимости.Комплект зимы в подарок.Торг с реальным покупателем.Площадкам не беспокоить.",2021.0,вариатор,1.3,бензин,71000.0,внедорожник 5 дв.,передний привод,серый,155.0,5.9
129032799.html,"Mitsubishi Grandis, 7 мест, 2006 г., 2,4 л., бензин (пропан-бутан), автомат, купить в Молодечно - цена 6000 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №129032799",Mitsubishi,Grandis,I,6000.0,5303.0,"Автомобиль в хорошем состоянии как технически так и по кузову.Работает абсолютно всё.Коробка как и двигатель работают плавно.Бодрая машина.Своевременно обслуживался.Вся электроника работает без нареканий.Подогрев сидений работает,автоскладывание зеркал,иммобилайзер,сигнализация,литые диски на низкопрофильной резине(выглядит шикарно).Очень вместительная и комфортная,подходит как и для семьи так и для молодого парня",2006.0,автомат,2.4,бензин,357000.0,,передний привод,серый,165.0,9.9
129051499.html,"BMW 5 серия G30, G31, 2019 г., 2,0 л., бензин, автомат, купить в Минске - цена 30300 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №129051499",BMW,5 серия,"G30, G31",30300.0,31575.0,Авто в отличном состоянии.  Без пробега по РБ. Оригинальный пробег подтвержденный дилером. Сделано ТО. Новая летняя резина. Заводской М пакет. Диски R19. Адаптив лед фары. Фотохром зеркала со складыванием и мертвыми зонами. Музыка harman kardon. Комфортный доступ. Черный потолок. Любая диагностика у официального дилера. Торг только у авто. Салонам не звонить!,2019.0,автомат,2.0,бензин,69500.0,седан,задний привод,белый,252.0,5.5
129057656.html,"Honda CR-V IV · Рестайлинг, 2015 г., 1,6 л., дизель, механика, купить в Минске - цена 19750 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №129057656",Honda,CR-V,IV · Рестайлинг,19750.0,18475.0,"Продам Honda CRV IV рестайлинг, полный привод 4х4.Автомобиль в идеальном состоянии, без пробега по РБ!Из Европы несколько дней назад. Кузов в отличном состоянии, снизу, днище, пороги, все скрытые полости без жуков и ржавчины.Цвет кузова просто шикарный, яркий насыщенный, перламутровый Molten Lava Perl с глубоким глянцевым блеском, придающий автомобилю спортивный и очень стильный вид, просто не возможно оторвать взгляд!Полное регламентное обслуживание в Чехии, только в диллерском сервисном центре, одним владельцем. Двигатель самый надёжный дизельный с цепным приводом ГРМ и 6ст. МКПП, маленький расход топлива и отличная динамика. Премиальная комплектация:- большая мультимедиа с навигацией - камера заднего вида - датчики дождя и света - топовая оптика с Led- двухзонный климат контроль - подогревы сидений - адаптивный круиз контроль - задняя полусфера тонированная- Bluetooth, AUX, громкая связь - комбинированный кожей салон- мульти-серво руль И многое другое.В данный момент не требует никаких вложений. Работает абсолютно всё!Литые диски с практически новой зимней Европейской резиной.И в подарок комплект практически новой летней резины на литых дисках.Два ключа.Возможны любые проверки.Помощников в продаже просьба не беспокоить!",2015.0,механика,1.6,дизель,183120.0,внедорожник 5 дв.,подключаемый полный привод,другой,160.0,4.9
129060059.html,"GMC Terrain II, 2019 г., 1,5 л., бензин, автомат, купить в Лиде - цена 17750 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №129060059",GMC,Terrain,II,17750.0,18907.0,"Стоянкам просьба не беспокоить, на машине передвигаюсь сама каждый день.GMS SLE-Black Edition — красивый автомобиль, сочетает в себе стиль, комфорт и передовые технологии. Находится в отличном состоянии, как внешне, так и технически, и не требует никаких вложений.Ключевые Особенности- Состояние: Автомобиль полностью исправен, без каких-либо нареканий по двигателю или кузову. Кузов не имеет следов ремонта и не подвергался окраске.- Стильные диски R-19 придают автомобилю выразительный и современный вид.Богатая КомплектацияGMS SLE-Black Edition предлагает превосходный уровень комфорта и безопасности благодаря широкому набору опций:- Полный привод: Подключаемый полный привод обеспечивает уверенное сцепление с дорогой в любых условиях, повышая безопасность и проходимость.- Системы помощи водителю:- Датчики мертвых зон (Blind Spot Monitoring) для безопасного перестроения.- Задние парктроники и камера заднего вида для облегчения маневрирования при парковке.- Комфорт и удобство:- Панорамная крыша создает ощущение простора и наполняет салон светом.- Климат-контроль поддерживает идеальную температуру в салоне.- Подогрев сидений и зеркал обеспечивает комфорт в холодное время года.- Электрическая крышка багажника добавляет удобства при погрузке и выгрузке.- Система автозапуска позволяет предварительно прогреть или охладить салон перед поездкой.GMS SLE-Black Edition — это ваш надежный спутник на каждый день.Лучший текст написан выше,) осталось приехать и увидеть лично этот красивый автомобиль, уверена он не оставит вас равнодушным. Есть возможность покупки в Лизинг, Кредит",2019.0,автомат,1.5,бензин,185000.0,внедорожник 5 дв.,подключаемый полный привод,белый,170.0,8.4
129078822.html,"Kia Sorento IV· Рестайлинг, 6 мест, 2024 г., 2,5 л., бензин, робот, купить в Минске - цена 43500 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №129078822",Kia,Sorento,IV· Рестайлинг,43500.0,41626.0,Очень богатая комплектация X-Line. Состояние нового автомобиля. По приезду автомобиля сделали полное ТО.,2024.0,робот,2.5,бензин,15000.0,внедорожник 5 дв.,подключаемый полный привод,зелёный,281.0,10.1
129105535.html,"Audi Q3 F3, 2021 г., 1,5 л., бензин, робот, купить в Барановичах - цена 21950 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №129105535",Audi,Q3,F3,21950.0,31162.0,"Автомобиль только приехал из ЕС. Идеальное состояние. Кузов весь в родном окрасе( прибор предоставлю), оригинальный пробег, подтвержденный сервисными документами. Обслуживалась у официального дилера с самого начала( все документы в наличии). По технической части 10/10. Все стекла включая лобовое оригинал.Два ключа. Стоит практически новая летняя резина Continental.По комплектации есть :-Виртуальная приборная панель.-LED оптика.-Автоматическое переключение ближний/дальний.-Адаптивный круиз.-Подсветка дверных карт.-Двухзонный климат-контроль.-Датчики слепых зон в зеркалах.-Удержание в полосе.-Датчики давления в шинах.-Контроль усталости.По всем вопросам звоните. Торг присутствует.",2021.0,робот,1.5,бензин,219754.0,внедорожник 5 дв.,передний привод,чёрный,150.0,5.9
129108534.html,"Volkswagen Passat CC I · Рестайлинг, 2012 г., 2,0 л., бензин, робот, купить в Минске - цена 13000 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №129108534",Volkswagen,Passat CC,I · Рестайлинг,13000.0,12025.0,"Продам отличный автомобиль. Автомобильполностью обслужен. Сел ипоехал. Косметика в идеалекроме заднего бампера справа(на фото видно). Авто свежейпокраски, но через пару днейнас теранули. Все фото до ипроцесс покраски предоставим.Покраска производилась поустранению кузовных нюансов(покраска производилась наСТО с покрасочной камерой,СТО с известным именем). Потехнической и механической частимашина в идеальном состоянии.Любое СТО для проверки за вашсчет. На состояние 01.03.2026 произведено ТО по ДВС, масло только оригиналGS55502М, фильтр масляный и фильтр воздушный, салона, продаем машину в связис приобретением джипа. Пока интересующий авто есть в продаже. Смашиной в подарок комплектрезиновых и ворсистых ковров. Сделан Stage1 от Etuners ДВС и КПП - машинка едет очень достойно!!! Все вопросы по телефону.",2012.0,робот,2.0,бензин,186000.0,седан,передний привод,чёрный,210.0,7.8
129112789.html,"Hyundai Santa Fe SM, 2001 г., 2,0 л., дизель, механика, купить в Минске - цена 3650 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №129112789",Hyundai,Santa Fe,SM,3650.0,3296.0,"Технически в хорошем состоянии. Двигатель работает ровно, коробка , сцепление без проблем. Стаканы, дно, пороги целые. По кузову есть возрастные вздутия. Стекла, оптика целые. Салон в хорошем состоянии. Постоянный полный привод. Заводская тонировка. Резина хорошая.",2001.0,механика,2.0,дизель,389000.0,внедорожник 5 дв.,постоянный полный привод,синий,112.0,7.6
129113419.html,"Chevrolet Bolt I · Рестайлинг, 2023 г., л., электро, автомат, купить в Минске - цена 18500 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №129113419",Chevrolet,Bolt,I · Рестайлинг,18500.0,19870.0,"Прекрасный автомобиль станет вашим экономным помощником на дороге. Авто в отличном состоянии, как новое.Не требует вложений. Без пробега по РБ. Быстрая и медленная зарядка.
Запас хода 450 км.
Комплектация PREMIER.
Климат контроль, полный эл. пакет, темный салон , мульти руль, адаптивный круиз контроль, дистроник, бортовой компьютер, цифровая панель приборов, дистанционный автозапуск, бесключевой доступ, беспроводная зарядка для телефона, вентиляция сидений, подогрев всех сидений, подогрев руля, FULL LED оптика, контроль мёртвых зон в зеркалах, контроль движения по полосам, система экстренного торможения, система AutoHold, камеры кругового обзора 360, парктроники, литые диски.
2 чип ключа.",2023.0,автомат,,электро,450.0,хэтчбек 5 дв.,передний привод,белый,204.0,
129113446.html,"Kia Sorento IV, 2020 г., 2,2 л., дизель, робот, купить в Минске - цена 30000 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №129113446",Kia,Sorento,IV,30000.0,28244.0,"Автомобиль приехал и Кореи в ноябре 2024Есть два комплекта колес , полностью обслужен . Есть два ключа. За более подробной информацией обращайтесь в личку или по телефону",2020.0,робот,2.2,дизель,85000.0,внедорожник 5 дв.,подключаемый полный привод,синий,202.0,5.7
129204816.html,"BMW X5 G05, 2019 г., 3,0 л., дизель, автомат, купить в Минске - цена 59950 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №129204816",BMW,X5,G05,59950.0,61309.0,"BMW X5M50D 400 л.с. Отличное состояние, своевременное обслуживание по регламенту производителя. Автомобиль с реальным пробегом 148 000 км и без аварийного прошлого. Автомобиль не требует никаких вложений и полностью готов к эксплуатации. Два комплекта шин зима/лето. Комфортный доступ, карта digital key, два ключа.Спортивная выхлопная система M (при включении Sport, появляется звук выхлопа из уличной колонки).22"" диски, спортивные тормоза M, M спортивный дифференциал, спортивная АКПП, автодоводчик дверей, панорамная стеклянная крыша, сиденье BMW Individual повышенной комфортности с памятью положений, обогрев передних сидений, сопровождающее освещение салона, автоматическое включение дальнего света, Driving Assistant, удержание в полосе, BMW Laserlicht оптика, система парковки Plus, проекционный дисплей на лобовом стекле, телефония с беспроводной зарядкой, система управления жестами BMW, кожаное рулевое колесо в M-стиле, Shadow-Line с зеркальным блеском, фаркоп. Торг приветствуется и обсуждается. Посреднические площадки и всякого рода автосалоны, убедительная просьба - не беспокоить.",2019.0,автомат,3.0,дизель,148000.0,внедорожник 5 дв.,постоянный полный привод,синий,400.0,6.8
129731474.html,"Daewoo Matiz M150 · Рестайлинг, 2014 г., 1,0 л., бензин, механика, купить в Минске - цена 4350 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №129731474",Daewoo,Matiz,M150 · Рестайлинг,4350.0,2511.0,"Покупал новую  в салоне,есть подтверждающие документы.-Родной пробег -В одних руках,зимой не выезжал.-В родной краске.-Ближний свет,дальний,туманки LeD лампы-Андроид магнитола,сенсор  с камерой заднего хода-Сигнализация 2 пульта - Новые зимние шины,в очень хорошем состояние Лето.-Эво Коврики-Кондиционер работаем-Ручник держит-  Машина в отличном состоянии. Никаких нареканий нет. Можно смело брать и ездить. Машина не прихотливая. Простой и бюджетный автомобиль. -Кузов в хорошем состоянии для ее года. Варить, красить ничего не надо. Пороги отличные , днище тоже! -Двигатель работает ровненько, идеально- не дымит и не троит. Очень приятная мягкая и легкая в разгоне.",2014.0,механика,1.0,бензин,50682.0,хэтчбек 5 дв.,передний привод,серебристый,63.0,
129752216.html,"BMW X5 G05 · Рестайлинг, 2024 г., 3,0 л., дизель, автомат, купить в Минске - цена 118750 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №129752216",BMW,X5,G05 · Рестайлинг,118750.0,129573.0,"Только пригнан из Германии,город. Гамбург(Брифы, сервисная,уд.таможни), без пробега по Литве и РБ.В родной краске, без повреждений,все зазоры на своём месте,все стекла родные(лобовое так же)БогатаЯ комплектация:-2-осная пневматическая подвеска-BMW решетка радиатора iconic glow(ноздри светятся)-Фонари М Shadow Line(передние фары темные)-Стекла AS3+ Солнецезащитные шторы окна двери -Подстаканник с поддержкой температуры-Дожимы дверей+ комфортный вход-Панорамная крыша с электроприводом-Сиденье повыш.комфортн. с памятью полож.-обогрев, вентиляция и массаж сидений- M ремни безопасности-Багажная система T ravel & Comfort-Обогрев руля и 4-х сидений- Автономная система отопления(Webasto)-Система управления жестами BMW-BMW Live кокпит Professional-Harman/Kardon система объемного звучания-Круговой обзор(камера 360)-Проекционный дисплей-органы переключения  Craftedclarity(хрусталь)Достойный автомобиль на все случаи жизни!!",2024.0,автомат,3.0,дизель,30000.0,внедорожник 5 дв.,постоянный полный привод,чёрный,298.0,8.2
129752775.html,"Alfa Romeo 156 932, 1998 г., 1,9 л., дизель, механика, купить в Поставах - цена 2000 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №129752775",Alfa Romeo,156,932,2000.0,1402.0,по машине сделано -новое итальянское  сцепление Valeo вместе с маховиком и выжимным - перебранка задняя подвеска - перебранные форсунки - тормоза вкруг новые диски проточеные - новый Гур зенпарк - заменено масло в коробке на 320тыс. пробега есть нюансы по кузову все на фото,1998.0,механика,1.9,дизель,324000.0,седан,передний привод,серебристый,105.0,
129753552.html,,,,,,,,,,,,,,,,,
129761264.html,"Mercedes-Benz E-Класс W210, S210 · Рестайлинг, 2001 г., 2,2 л., дизель, механика, купить в Минске - цена 4800 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №129761264",Mercedes-Benz,E-Класс,"W210, S210 · Рестайлинг",4800.0,4339.0,"Продам хороший добротный старый Мерседес - бенс,во владении с 2015 года ,есть возрастные нюансы по кузову,разбирался и красился 7 лет назад ,все своевременно обслуживалось .Не продавал бы ещё лет 10 но с 3-мя детьми не помещаемся.ездит жена ,если не доступен пишите.Обмен на хороший Вито с моей доплатой.Авто салоны не звоните огромная просьба !!!!",2001.0,механика,2.2,дизель,580000.0,седан,задний привод,чёрный,143.0,6.2
129763331.html,"Dongfeng Aeolus Huge, 2023 г., 1,5 л., бензин, робот, купить в Гомеле - цена 26000 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №129763331",Dongfeng,Aeolus Huge,I,26000.0,24858.0,"Покупалась  у ОД  в апреле 24г, на гарантии, на каско. То-3 пройдено, при покупке ничего проходить год не нужно.Два комплекта резины.  Возможна продажа в лизинг",2023.0,робот,1.5,бензин,28000.0,внедорожник 5 дв.,передний привод,чёрный,200.0,7.0
129765597.html,"BMW 5 серия G30, G31 · Рестайлинг, 2023 г., 2,0 л., бензин, автомат, купить в Минске - цена 47900 $, фото, характеристики. av.by — объявления о продаже автомобилей. | №129765597",BMW,5 серия,"G30, G31 · Рестайлинг",47900.0,45554.0,"Автомобиль без пробега по РБ. • 2023 год выпуска и в техпаспорте.• Автомобиль без пробега по РБ. • Состояние нового автомобиля. • Есть AiR отчёт по обслуживанию автомобиля. Скрин есть в галерее.Могу отправить полный по запросу.Любые проверки приветствуются.• Возможность оформить кредит, лизинг.• Цвет Carbonscwarz Мetallic.• M-Paket • 2 ключа + ключ/карта ( автомобиль открывается и заводится с помощью карты. Удобно взять с собой в сумке/кошельке/в чехле с телефоном)• Автозапуск с ключа.• Память сидений и зеркал (на каждый ключ 2 положения запоминает,. Очень удобно например у девушки один ключ N1, у парня другой ключ N2, и при открывании одним из них,  сиденье принимает положение открываемого ключа и зеркала тоже перестраиваются.• 2 видеорегистратора BMW  перед/задний.• Панель и дверные карты прошиты кожей.• Чёрный потолок.• Спортивные тормоза М.• Apple CarPlay и AndroidAuto• Комфортный доступ без ключа.• Камера 360°.• Дожим ремней безопасности после пристёгивания.• Led Adaptive фары с автодальним.• Head up дисплей на лобовое стекло.• Подогрев передних сидений.• Вентиляция сидений.• Подогрев задних сидений.• Подогрев руля.• Люк на 2 положения + внутренняя шторка люка.• Автоматическая парковка.• Адаптивный круиз контроль.• Удержание в полосе. (руль вибрирует и возвращает в полосу. Эти опции можно вообще отключить, либо оставить ту которая устраивает).• Внутреннее и наружное зеркало с авто затемнением.• Электро багажник (открывается из салона, или с ключа или с помощью маха ноги).• Активная защита пешеходов.• Дополнительная защита кузова.• Для осмотра автомобиль находится в г. Минске• Торг уместен.Салоны просьба не беспокоить.Обмен не интересует.",2023.0,автомат,2.0,бензин,36248.0,седан,задний привод,синий,184.0,5.5
