brand,model,year,mileage,engine_volume,engine_type,gearbox,drive,body,color,power_hp,fuel_consumption,price_usd,market_price_usd,description,nlp_engine_bad,nlp_engine_fixed,nlp_gearbox_bad,nlp_gearbox_fixed,nlp_body_bad,nlp_body_fixed,nlp_service_good,nlp_service_bad,nlp_storage_risk,nlp_taxi_risk,nlp_condition_score,nlp_repair_risk,defect_cost_mean_usd,defect_issue_probability_pct,defect_price_impact_pct,defect_model_risk_score,defect_generation_avg_cost_usd,defect_expected_cost_usd,defect_total_risk_score,price_gap
citroen,c5 aircross,2022.0,64000.0,1.2,бензин,автомат,передний привод,внедорожник 5 дв.,серый,131.0,6.7,19900.0,20669.0,"состояние новой машины просто бусечка. автомобиль только из франции без пробега по рб в идеальном состоянии с малым пробегом, новейшая модель.пробег 100% родной есть все подтверждающие документы, обслуживание только у дилера. 5 тыс назад большое то грм свечи масла фильтра. кузов в родной краске без подкрасов.парктроники перед+зад+камера заднего вида. все стекла включая лобовое родные.ассистент движения по полосам. заводская навигация. приборная панель virtual cockpit. apple carplay-android auto.топовые фары.и многое другое. честный автомобиль. любые проверки и автоподбор приветствуется.",0,0,0,0,0,0,0,0,0,0,98,5,264.375,24.125,5.125,0.43,340.0,63.78046875,0.005316546874999999,769.0
ford,equator sport,2022.0,43000.0,1.5,бензин,робот,передний привод,внедорожник 5 дв.,чёрный,170.0,7.5,24390.0,25207.0,"авто в отличном состоянии! оригинальный пробег. в оригинальном окрасе, богатая комплектация: камера 360, датчик слепых зон, панорама, ,адаптивный криз контроль , считывание дорожных знаков, удержание на полосе и тд...",0,0,0,0,0,0,0,0,0,0,95,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817.0
toyota,prius,2021.0,220000.0,1.8,бензин,вариатор,передний привод,лифтбек,чёрный,98.0,4.2,19100.0,21088.0,"максимальная комплектация. русский язык. температура в цельсиях. противотуманные фары, ходовые огни, кожаный салон. обогрев сидений. обогрев руля. проекция на лобовое стекло. проставки 20е поставил. литые диски. и многое другое. отличный экономичный автомобиль 4.2 л/100км. то полностью сделал 12.12.2025 масло, колодки. машину покупал для себя, поэтому даже коврик багажник положил для чистоты. купил новую зимнюю резину 05.01.2026 и летнюю отдам в подарок. поставлена на учёт в рб в январе 2026г.перекупы и автосалоны не беспокоить.",0,0,0,0,0,0,0,0,0,0,95,10,490.0,56.42857142857143,4.142857142857143,0.535,724.2857142857143,276.5,0.012506989795918369,1988.0
bmw,3 серия,1999.0,445000.0,2.5,бензин,механика,задний привод,седан,серебристый,186.0,9.8,4650.0,4783.0,"bmw e46 325i, отличное состояние, более 3х лет во владении с гаражным хранением, каждый день на ходу! мотор m52b25 - в отличном состоянии обслужен, работает ровно. при спокойной езде очень экономичный 8-9 литров смешанный расход, зимой поставил новый 100 амперный аккумулятор, заводиться с пол-оборота по подвеске никаких проблем, на дороге стоит уверенно ничего не стучит, не уводит, ямки проезжает мягко, при торможении в руль не бьетпо кузову есть возрастные нюансы, но в целом не критично, сильных очагов ржавчины нет, кузов крепкий срочных вложений не требует. на подъемник встает без всяких проблемсалон - motorsport со всеми рабочими регулировками и поддержкой колен, есть затертасти на сидениях, но дыр и рваной кожи нет, в машине приятно пахнетвыхлоп переваривался, но не прямоток, стоят катализаторы! звучит не громко, но приятно ручник держит отлично)закрывается и открывается с ключаиз прикольного: приборная панель с карбоновым плетением, сенсорный экран с системой bluetooth, динамики harman kardon в хорошем состоянии, а так же рабочие электростеклоподъемники",0,0,0,0,0,0,1,0,0,0,92,15,286.25,33.75,4.75,0.54375,387.5,96.609375,0.0087169921875,133.0
volkswagen,passat,2021.0,130000.0,1.5,бензин,робот,передний привод,универсал,чёрный,150.0,5.5,20600.0,21761.0,"авто пригнан из германии 08.2025г., пробег 100% оригинальный есть подтверждение с аукциона в родной краске, хороший, чистый авто.на площадки не ставлю в помощи не нуждаюсь и не звоните.авто полностью обслужен.полная led оптика.беспроводная зарядка для телефона.адаптивный круиз контроль.контроль полос с функцией удержания.система экстреного торможения.распознание знаков.фаркоп.заводская тонировка as3.",0,0,0,0,0,0,1,0,0,0,95,10,542.1428571428571,58.42857142857143,4.142857142857143,0.5650000000000002,803.5714285714286,316.7663265306122,0.013676459183673474,1161.0
nissan,x-trail,2021.0,143000.0,1.3,бензин,робот,передний привод,внедорожник 5 дв.,коричневый,159.0,5.1,23990.0,20960.0,"честный автомобиль!!!nissan x-trail 1.3 dig-t tekna. в брифе 116 kw (157.7 лошадиных сил) фото бриф есть в объявлении.   30.11.2025 приехала  из европы. весь авто в заводской краске100%, пробег оригинальный 100% (есть аукцион и полная история обслуживания). автомобиль хорошо обслужен, на 136000 сделано большое то. на 105000 была обслужена тормозная система. отчет об этом имеется или сами вписывайте vin в google дальше по ссылке и там все увидите! комплектация tekna: full led оптика с адаптивным освещение (сам переключается на ближний)  , удержание в полосе, мертвые зоны, парктроники перед зад(360), камера 360, автопарковка(сама паркуется), auto hold (автоматического удержания автомобиля на месте после полной остановки), датчики дождя, света, датчики усталости , датчики давления в шинах, кожаный салон nappa, музыка bose(сабвуфер заводской в багажнике)  ,  двузонный климат-контроль, беcключевой доступ, carplay, androidauto, wifi,чтение знаков.установлена  новая зимняя резина. лето с остатком 80%два ключа.любые проверки и сто, автоподбор приветствуется. есть все таможенные документыторг!",0,0,0,0,0,0,1,0,0,0,95,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3030.0
audi,a3,2014.0,197500.0,1.4,бензин,механика,передний привод,хэтчбек 5 дв.,синий,122.0,5.3,14990.0,14068.0,"audi a3 sportback g-tron(заводской метан). автомобиль в отличном состоянии.без пробега по рб.из германии.заводской окрас.оригинальный пробег (есть подтверждающие документы).лучший двигатель в линейке, разработанный специально под метан. очень эконамичный авто, стоимость езды, 6 рублей на 100 километров (дешевле чем на электро авто).балоны на метан атестованы до января 29 года.полноценный бензобак 50л.чёрный потолок. led фары.круиз контроль.парктроники.2 ключа. и многое  другое.автосалонам просьба не беспокоить.",0,0,0,0,0,0,0,0,0,0,95,10,531.25,26.25,5.375,0.5,462.5,139.453125,0.0070546875,-922.0
bmw,5 серия,2019.0,111277.0,2.0,бензин,автомат,постоянный полный привод,седан,чёрный,252.0,6.0,29777.0,31871.0,"- отличное состояние. в жирной заводской комплектации. полный привод xdrive.новая резина 2025. оригинальный пробег. as3.         -технически обслужен и не требует дополнительных вложений: заменено масло в акпп, переднем  и заднем редукторе, раздатке, в двигателе+ все фильтра. произведена диагностика ошибок через компьютер , - порядок! по подвеске нет проблем.         - широкий набор современных опций : проекция, панорама, люк, бесключевой доступ,  электроскладывание зеркал, подсветка ручек, круиз-контроль, удержание в полосе, управление жестами, открытие багажника со взмаха ноги, камеры, датчики слепых зон и многое другое.         - 2 ключа",0,0,0,0,0,0,1,0,0,0,98,5,325.0,25.0,3.75,0.55,600.0,81.25,0.00515625,2094.0
audi,a6,2007.0,390000.0,2.7,дизель,автомат,передний привод,универсал,серый,180.0,7.0,10650.0,10512.0,"авто в отличном состоянии. на данный момент вложений не требует. полностью обслужена только качественными запчастями. заменено масло в акпп и моторе, все фильтра. мотор сухой, в развале тоже сухо. по кузову без нюансов. салон без дыр. потолок не висит. оригинальный пробег. поменяны цепи, маховик. стоит контрактная коробка с малым пробегом.новая кассета вентиляторов. кондиционер заправлен и работает. новые тормоза. новая резина.хорошая комплектация. контурная подсветка всего салона. экология на месте. люк работает. родное лобовое. стекла ас3. фары от рестайлинга,переделаны, стоят би лед модули. рабочая вебаста. электро фаркоп. стоянки и площадки прошу не беспокоить. торг",0,0,0,0,0,0,1,0,0,0,95,15,694.4444444444445,30.555555555555557,7.111111111111111,0.5833333333333334,522.2222222222222,212.19135802469137,0.012674897119341565,-138.0
citroen,c8,2004.0,400000.0,2.2,дизель,механика,передний привод,другой,другой,128.0,7.4,3500.0,5036.0,"с годом ошибка, год 2003. в 25 году была замена столба, тогда же перекинули 5 мт на 6 мт.по технике обслужена. по вызову вообще ничего нет критичного, только на капоте лак полез. варить и т.п не надо. комплектом диски 16 на резине. машина была в работе, сейчас надобность отпала. ваши цены не интересны от слова совсем. цена без торга.",0,0,0,0,0,0,1,0,0,0,65,20,236.25,24.75,5.0,0.5,360.0,58.471875,0.0061875,1536.0
mercedes-benz,e-класс,2000.0,396000.0,2.2,дизель,механика,задний привод,универсал,синий,143.0,6.8,3100.0,3639.0,"автомобиль на полном и бодром ходу. эксплуатируется каждый день. новая подвеска, новое сцепление luk, заменены все форсунки и свечи накаливания, удалена экология. недавно перебирались задние суппорта и менялись диски и колодки. отреставрирована гидро подвеска. автомобиль вкруг домкратится но требутся местами в сварке и покраске",0,0,0,0,0,0,0,0,0,0,85,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.0
voyah,free,2024.0,4000.0,1.5,бензин,автомат,задний привод,внедорожник 5 дв.,зелёный,272.0,6.2,32500.0,31333.0,"только из китая, без пробега по рб!!!voyax free 318 2wdоригинальный пробег 4000 !!!сделано первичное то (замена масла двигатель, редуктор, все фильтра)покрыта стеклокерамикойверсия без пневмы, а значит без проблем!!!любые проверки!помощь в продаже не нужна…разумный торг!",0,0,0,0,0,0,0,0,0,0,85,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1167.0
citroen,c5,2003.0,236000.0,2.0,бензин,автомат,передний привод,лифтбек,другой,136.0,8.3,2999.0,3506.0,"живой с5 . технически полностью исправен. заменен насос гидравлики, гидро поднимается и опускается . пороги , стаканы, лонжероны в идеале. по кузову мелкие нюансы в виде сколов . стекла, оптика целые . снята с учета для удобной продажи",0,0,0,0,0,0,0,0,0,0,85,15,236.25,24.75,5.5,0.55,480.0,58.471875,0.0074868750000000005,507.0
bmw,1 серия,2021.0,171000.0,1.5,бензин,механика,передний привод,хэтчбек 5 дв.,чёрный,109.0,5.8,16900.0,20836.0,"авто без пробега по рб. вся в родном окрасе, оригинальный пробег(любые проверки приветствуются), производство 12.2021,хорошая комплектация. авто в отличном состоянии как визуально, так и технически. автостоянкам просьба не беспокоить!",0,0,0,0,0,0,0,0,0,0,95,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3936.0
citroen,c5 aircross,2022.0,144000.0,1.5,дизель,автомат,передний привод,внедорожник 5 дв.,чёрный,131.0,4.0,19450.0,17931.0,"только из европы! shine комплектация! безупречное  состояние. 100% в родной краске.  шайба с выбором режимов езды, комбинированный салон с электроприводом, подогрев сидений, адаптивный круиз-контроль, электропривод багажника, full led оптика с автоматическим дальним светом фар, дистроник, бесключевой доступ, тонировка as3, удержание в полосе, слежение за полосой, приборная панель i-cockpit, алюминиевые накладки на педали, выбор режимов езды, система старт-стоп, считывание дорожных знаков, датчики парковки, ассистент парковки, электрозеркала, слепые зоны на зеркалах, полный эл. пакет, электроручник,  android auto и applecarplay, стоит отличная музыка.возможна продажа в кредит либо лизинг!",0,0,0,0,0,0,0,0,0,0,95,20,264.375,24.125,5.125,0.43,340.0,63.78046875,0.005316546874999999,-1519.0
mercedes-benz,s-класс,2000.0,280000.0,5.8,бензин,автомат,задний привод,седан,чёрный,367.0,13.9,4250.0,5270.0,"продаю авто, у меня во владении почти полтора года( выписан договор в гаи, на учет так и не поставил, по личным вопросам) гидра была убрана еще до меня, на пружинах лонг, нюансов по мелочам хватает годы сказываются, с снегопада в январе стоит, сейчас хотел завести и не завел, диагностика видит только 160 оборотов по дпкв, если меньше 500 не заведеться , давления топлива 4.2 , до этого ездил без проблем, масло тормоза по мелочи обслужен свечи новые все ставил в июле, пропусков по зажиганию нет, после зимы вылезли жуки на фото, пересел на кроссовер, и обратно уже на седан и т.п не хочу, поэтому и продаю, авто для людей с руками, мелочи по электрике ( нет питания на блок ц.з и подсветка на приборке не тухнет, сама приборка засыпает, нужен моторчик стеклоподъемника на вод дверь.",0,0,0,0,0,0,1,0,0,0,65,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.0
changan,uni-k,2024.0,103.0,2.0,бензин,автомат,подключаемый полный привод,внедорожник 5 дв.,белый,226.0,8.4,31500.0,30500.0,"changan uni-k — это флагманский китайский купе-кроссовер, объединяющий космический дизайн, премиальный комфорт и богатое оснащение по конкурентоспособной цене. модель выделяется футуристичным экстерьером с безрамочной решеткой, мощным 2.0t двигателем (226 л.с.) с 8-ступенчатым автоматом aisin, просторным салоном и высоким уровнем шумоизоляции.максимальная комплектация.2024гв ноябрь месяц. резина, зима и лето r20. резиновые оригинальные коврики по всему авто! произведена замена масло в раздатке, коробке, в холдекс муфте, замена полностью антифриза, фильтра, и закачка фриона до полна!!!!!!! обклеен в пленку( зоны риска)авто как с салона!!!!!!!скрытые дверные ручки, светодиодная оптика.удобные сиденья (кожа nappa, вентиляция), панорамная крыша, качественные материалы отделки.""парящая"" приборная панель, мультимедиа с крупным экраном, камеры 360°, системы помощи водителю (адаптивный круиз, удержание в полосе).мягкая подвеска, акцент на плавность хода, хороший полный привод для бездорожья.changan uni-k оснащается интеллектуальным полным приводом nextrac от borgwarner, который в обычных условиях экономит топливо, работая как передний, а при пробуксовке автоматически подключает заднюю ось. система обеспечивает уверенность на скользких дорогах и легком бездорожье благодаря наличию режима lock, эффективно перераспределяя крутящий момент. это «городской кроссовер с расширенными возможностями», идеальный для уверенной езды по асфальту, заснеженным трассам и грунтовым дорогам, а не для экстремального оффроуда.если не доступен( есть везде в мессереджах).авто на учете, только полное переоформление!!!!!!!!!!!!!!!!!!",0,0,0,0,0,0,0,0,0,0,95,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000.0
bmw,3 серия,2006.0,312300.0,2.0,бензин,автомат,задний привод,седан,синий,150.0,7.9,9800.0,7976.0,"хороший не требующий вложений авто . многое сделано , переделано , поменяно . по подвеске менялся весь перед . частично зад . по мотору вопросов нет . заменены мск . сделано то 3т назад . акпп работает отлично . кузов в хорошем состоянии . красить ничего не нужно . два комплекта колес . два ключа .",0,0,0,0,0,0,0,0,0,0,85,20,492.85714285714283,35.0,7.142857142857143,0.5642857142857143,571.4285714285714,172.49999999999997,0.014107142857142858,-1824.0
bmw,3 серия,1995.0,300000.0,1.6,бензин,механика,задний привод,седан,зелёный,102.0,7.4,2750.0,1959.0,автомобиль технически исправен. 1.6 м43. не требует сварочных и покрасочный работ. два комплекта ключей. литые диски.  потолок перетянут. продажа с полным переоформлением. все вопросы по телефону. возможен торг.,0,0,0,0,0,0,0,0,0,0,85,15,284.0,33.0,4.4,0.51,410.0,93.72,0.007405200000000001,-791.0
renault,logan stepway,2019.0,115000.0,1.6,бензин,механика,передний привод,седан,другой,82.0,7.4,9750.0,9471.0,"отличное состояние! покупалась новой в минске у официального дилера (на ул.свислочской). один хозяин! дата первой регистрации 03.2020г/производство 27.12.2019 г. оригинальный пробег 115000км. кузов ровный, без вмятин и царапин. капот не гнилой и не ржавый (больное место этих моделей!). чистый не прокуренный салон (всегда была в чехлах). чистый не провисший потолок. мотор не дымит и не парит, работает идеально. подвеска усиленная, для плохих дорог! высокий клиренс! хорошая комплектация: электро-стекла, электро-зеркала с подогревом, кондиционер (заправлен и работает!), подогрев сидений, ксенон, дожим стёкол, кожаный серво-руль, abs/esp, mp3, блютуз, 12 airbag, система крепления детских кресел isofix, противотуманки и тд. всё работает! ошибок никаких не горит! стёкла и оптика целые! ручник держит. на новой резине! два ключа, сервисные книги. не требует никаких вложений!своевременное обслуживание! в такси, прокатах, доставках и т.п. не использовалась!!! газ не стоял!!! возможна продажа через лизинговую компанию. снята с учёта для продажи. продается только с полным оформлением по дкп! торг реальному покупателю!",1,0,0,0,0,0,0,0,0,1,95,10,409.2857142857143,49.0,4.142857142857143,0.5149999999999998,597.8571428571429,200.54999999999998,0.010454499999999997,-279.0
ford,focus,2018.0,168500.0,1.5,дизель,робот,передний привод,универсал,чёрный,120.0,4.2,10499.0,10678.0,"ford focus универсал — это не машина, это шоколадная конфэта!не просто автомобиль, а многофункциональный лайфхак на колёсах. из серии ""и в пир, и в мир, и на дачу, и в экспедицию за картохой"".дизель 4–5 л/100 км — это не расход, это режим экономии ""дзен"".заправка видит вас реже, чем некоторые родственники и начинает скучать по вам.отличная тяга с низов — уверенные обгоны и комфорт как на трассе, так и в городе. чуть нажал педаль — и ""вжух"", вы уже впереди. обгоны происходят с лёгкой улыбкой и мыслью: ""я просто могу"".))багажник — это не багажник, это параллельная вселенная.коляска? да. чемоданы? да. полквартиры? попробуем.помните как просыпаются инстинкты и тянет на природу со страшной силой? пол кабана, мешок картохи, пара-тройка друзей и улов из самых смелых мечт? загружайтесь, не стесняйтесь.форд фокус универсал — это когда слово ""перевес"" существует только в аэропорту.за рулём — отдельная магия.мультимедийный руль — это джойстик хорошего настроения. повернул — и день повернулся в плюс.звонят по громкой связи: ""привет! как дела?"" вы абсолютно честно отвечаете: ""великолепно!""комфорт — как бабулин плед у камина, только на скорости 100 км/ч. от управления вместительным и мега-удобным болидом поистине царские ощущения.подвеска мягко сглаживает реальность, задний ряд — vip-ложа для тёщи, а любая поездка по трассе превращается в мини-отпуск. тихо, удобно, без суеты — даже пробки переживаются философски.удалённый запуск зимой — это вообще отдельный уровень заботы о себе. сел в тёплый салон и больше не можешь отогнать мысль — ""жизнь удалась"".)безопасность и устойчивость — машина думает вместе с вами. иногда даже быстрее. чувствуешь себя спокойно, уверенно и немного по-королевски.обслуживание — без драм и сюрпризов. не автомобиль, а финансово дисциплинированный член семьи.стильная, чёрная — как завещал дедушка генри ф. смотрится солидно, едет бодро, вмещает много.это не просто универсал.это стиль жизни «всё своё вожу с собой и делаю это красиво».сел — поехал — получил удовольствие.работы по авто.05.10.2022 — 128850 кммасло двс, фильтры — масляный, топливный, салон.масло кпп castrol, фильтр кпп.ремень грм, ролики 2 шт., ремень генератора, помпа, антифриз.14.04.2023 — 137000 кммасло двс, фильтры — масляный, воздушный, салон.27.07.2023 — 140400 кмтяга рулевая, тяга стабилизатора правая.15.02.2024 — 145500 кммасло двс, фильтры — масляный.подушка двс правая.подушка кпп нижняя.колодки задние и передние.01.10.2024 — 153400 кммасло двс, фильтры — масляный.16.10.2025 — 164500 кммасло двс, фильтры — масляный, воздушный, топливный, салонный.17.12.2025 — 166000 кмаккумулятор 74 a/h, 750 a. теперь даже в лютые морозы заводится с пол-оборота.)26.12.2025 — 166500 кммаховик, задний сальник коленвала, уплотнительные кольца.летняя резина в подарок! продаю, потому что собираюсь сбросить пару килограммов и побольше гулять пешком, а этот красавец уже готов к аплодисментам на новой парковке. да, он шикарен, да, ему будут завидовать, но пора делиться счастьем!не нужно стесняться — звоните, пишите, на номере есть telegram и viber. отвечу всем! p.s. обоснованный торг уместен.)автосалонам просьба не беспокоить, пусть тоже мечтают))",0,0,0,0,0,0,0,0,0,0,95,30,246.66666666666666,26.5,4.625,0.4366666666666667,476.6666666666667,65.36666666666667,0.0053518958333333335,179.0
ford,focus,2000.0,319000.0,1.8,дизель,механика,передний привод,хэтчбек 5 дв.,чёрный,90.0,5.4,3530.0,1707.0,"продам надёжный, крепкий и простой автомобиль, вложений не требует. на ходу каждый день. замена грм 10000 назад, замена масла, фильтра 200 км назад. много чего было сделано. все моргает, светится и крутится. с продажей не тороплюсь. ездила жена. продажа только с переоформлением. продажа в связи с преобретением нового автомобиля. расчёт в бел. рублях.",0,0,0,0,0,0,0,0,0,0,85,20,182.91666666666666,27.0,4.583333333333333,0.3833333333333333,340.0,49.3875,0.00474375,-1823.0
volkswagen,tiguan,2020.0,168000.0,1.5,бензин,робот,передний привод,внедорожник 5 дв.,чёрный,150.0,5.7,29499.0,27327.0,"автомобиль без пробега по рб и рф ( из германии), отличное состояние.  очень  красивый цвет .по немецкому брифу   2021г.дата ввоза 2026 г.рейсталинговая модельдвигатель 1.5 tsi  110 квт 150 л.с .отличная динамика с очень маленьким расходом топлива . самый надежный и экономичный двигатель в линейке.. богатая комплектация  !!! r lineсветодиодный    головной свет   full  ledклимат-контроль premium ( 3-х зонный )комбинированные   сидения ""ergoactive ""расширенные задние фонари led ( версия highline)distronic ( активный круиз-контроль ) черный потолокled контурная светодиодная подсветка салонаподогрев сиденийобогрев руляконтроль  слепых  зонсчитывание  дорожных  знаков помощь и движение в полосеkeyless-go(интеллектуальная система доступа и запуска автомобиля) электро багажникрейлингисистема autohold контроль давления в шинах система smart link навигационная цветная система discover навигационные карты за 2025 год! слот для sd-карт памяти  (для воспроизведения данных аудиофайлов )мультимедиа-разъем aux-in, usb система автоматического запуска и остановки двигателя (start-stop) антибликовое лобовое стекло с атермальной и ультрафиолетовой защитой зеркала с электроприводом , обогревом и подсветкой  функция помощи (удержания автомобиля) при начале движения на склоне громкая связь bluetooth зеркала в противосолнечных козырьках с подсветкой для водителя и пассажира антиблокировочная система (abs) датчики света и дождя перчаточный ящик с охлаждением указатели поворота интегрированы в наружных зеркалах электронная система стабилизации движения (esp) 8 подушек безопасности центральный замок с ду подогревы форсунок омывателя рулевая колонка регулируемая по вылету и углу наклона бортовой компьютер парковочные датчики передние и задние  камера заднего видаэлектростеклоподъемники с функцией дожима руль с кожаной отделкой высшего качества система оповещения об усталости водителя автоматически затемняющееся внутреннее зеркало заднего вида заводские тонированные стекла  as3красивые диски r19 7-ст. aкпп dq381и т.дсервисные документы. безаварийное прошлое , 100% заводская краска  (предоставлю для проверки  толщиномер краски )    бриф , 2 ключа ,100 % оригинальный пробегчистый аккуратный салон .  авто собран для внутреннего рынка европы, что говорит о качественной немецкой сборке, с идеальной шумо-изоляцией.автомобиль полностью обслужен в европе  и не требует вложений . автомобиль растоможен и уплачен утилизационный сборкачественный немецкий автомобиль для семьи на каждый день и дальние путешествия. современный удачный дизайн кроссовера.не упустите возможность купить хороший автомобильтаких машин на рынке мало, а не битых и в заводской краске с такой комплектацией   нет , поэтому  кто устал искать действительно хорошую машину - звоните!",0,0,0,0,0,0,1,0,0,0,98,5,507.85714285714283,55.42857142857143,4.142857142857143,0.5500000000000002,751.4285714285714,281.49795918367346,0.012629795918367352,-2172.0
mazda,3,2007.0,296000.0,1.6,бензин,механика,передний привод,седан,другой,105.0,6.9,2650.0,4431.0,"технически в отличном состоянии, мотор на холодную и горячую не дымит, подвеска пересыпана , новые ступичные , ручник держит, кулиса не разбита. стекла,оптика целые. по кузову есть нюансы. чистый 07 год. возможна продажа в лизинг. снята с учета для удобной продажи.",1,0,0,0,0,0,0,0,0,0,85,15,410.7142857142857,43.285714285714285,4.285714285714286,0.49499999999999983,574.2857142857143,177.78061224489795,0.009182755102040812,1781.0
citroen,c3,2021.0,136826.0,1.2,бензин,механика,передний привод,хэтчбек 5 дв.,серебристый,110.0,4.6,10950.0,11618.0,"citroen c3 iii рестайлинг .полностью в родной краске и с родным пробегом. состояние идеальное. новая резина, родные коврики, расход по городу 6.5-7 литров.самый лучший и надежный двигатель 1.2 заменен грм в европе и все фильтра, масло. делать ничего не надо от слова совсем. хорошая комплектация : климат контроль, круиз контроль, led фары , парктроники , авто торможение, контроль полос, датчик света, датчик дождя, автодальний свет, датчик давления шин, старт-стоп, черные зеркала со складыванием и т.д. каждая кнопочка работает . сцепление, тормозная система , коробка  6 ступенчатая в идеале! возможна любая продажа : в лизинг , кредит , наличные ( но желательно наличными )!",0,0,0,0,0,0,0,0,0,0,98,10,253.75,23.5,5.125,0.4,320.0,59.631249999999994,0.0048175,668.0
buick,encore gx,2021.0,71000.0,1.3,бензин,вариатор,передний привод,внедорожник 5 дв.,серый,155.0,5.9,16190.0,17252.0,"проходная на рф!(документы на руках)!оформление на выгодных условиях кредита или лизинга через наших партнёров.buick encor gx 2021г., 1,3 , 155л.с. - надежный, комфортный, практичный и экономичный автомобиль из сша. один хозяин в рб. родной пробег. пригонялась для жены. зимой не эксплуатировался. всё восстановлено в оригинале. состояние нового автомобиля.то производилось каждые 7-8 тыс. км.вложений не требует. причина срочной продажи - покупка недвижимости.комплект зимы в подарок.торг с реальным покупателем.площадкам не беспокоить.",0,0,0,0,0,0,0,0,0,0,95,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1062.0
bmw,5 серия,2019.0,69500.0,2.0,бензин,автомат,задний привод,седан,белый,252.0,5.5,30300.0,31575.0,авто в отличном состоянии.  без пробега по рб. оригинальный пробег подтвержденный дилером. сделано то. новая летняя резина. заводской м пакет. диски r19. адаптив лед фары. фотохром зеркала со складыванием и мертвыми зонами. музыка harman kardon. комфортный доступ. черный потолок. любая диагностика у официального дилера. торг только у авто. салонам не звонить!,0,0,0,0,0,0,0,0,0,0,95,10,325.0,25.0,3.75,0.55,600.0,81.25,0.00515625,1275.0
honda,cr-v,2015.0,183120.0,1.6,дизель,механика,подключаемый полный привод,внедорожник 5 дв.,другой,160.0,4.9,19750.0,18475.0,"продам honda crv iv рестайлинг, полный привод 4х4.автомобиль в идеальном состоянии, без пробега по рб!из европы несколько дней назад. кузов в отличном состоянии, снизу, днище, пороги, все скрытые полости без жуков и ржавчины.цвет кузова просто шикарный, яркий насыщенный, перламутровый molten lava perl с глубоким глянцевым блеском, придающий автомобилю спортивный и очень стильный вид, просто не возможно оторвать взгляд!полное регламентное обслуживание в чехии, только в диллерском сервисном центре, одним владельцем. двигатель самый надёжный дизельный с цепным приводом грм и 6ст. мкпп, маленький расход топлива и отличная динамика. премиальная комплектация:- большая мультимедиа с навигацией - камера заднего вида - датчики дождя и света - топовая оптика с led- двухзонный климат контроль - подогревы сидений - адаптивный круиз контроль - задняя полусфера тонированная- bluetooth, aux, громкая связь - комбинированный кожей салон- мульти-серво руль и многое другое.в данный момент не требует никаких вложений. работает абсолютно всё!литые диски с практически новой зимней европейской резиной.и в подарок комплект практически новой летней резины на литых дисках.два ключа.возможны любые проверки.помощников в продаже просьба не беспокоить!",0,0,0,0,0,0,0,0,0,0,98,5,143.75,30.75,4.5625,0.36,250.0,44.203125,0.0050506875,-1275.0
gmc,terrain,2019.0,185000.0,1.5,бензин,автомат,подключаемый полный привод,внедорожник 5 дв.,белый,170.0,8.4,17750.0,18907.0,"стоянкам просьба не беспокоить, на машине передвигаюсь сама каждый день.gms sle-black edition — красивый автомобиль, сочетает в себе стиль, комфорт и передовые технологии. находится в отличном состоянии, как внешне, так и технически, и не требует никаких вложений.ключевые особенности- состояние: автомобиль полностью исправен, без каких-либо нареканий по двигателю или кузову. кузов не имеет следов ремонта и не подвергался окраске.- стильные диски r-19 придают автомобилю выразительный и современный вид.богатая комплектацияgms sle-black edition предлагает превосходный уровень комфорта и безопасности благодаря широкому набору опций:- полный привод: подключаемый полный привод обеспечивает уверенное сцепление с дорогой в любых условиях, повышая безопасность и проходимость.- системы помощи водителю:- датчики мертвых зон (blind spot monitoring) для безопасного перестроения.- задние парктроники и камера заднего вида для облегчения маневрирования при парковке.- комфорт и удобство:- панорамная крыша создает ощущение простора и наполняет салон светом.- климат-контроль поддерживает идеальную температуру в салоне.- подогрев сидений и зеркал обеспечивает комфорт в холодное время года.- электрическая крышка багажника добавляет удобства при погрузке и выгрузке.- система автозапуска позволяет предварительно прогреть или охладить салон перед поездкой.gms sle-black edition — это ваш надежный спутник на каждый день.лучший текст написан выше,) осталось приехать и увидеть лично этот красивый автомобиль, уверена он не оставит вас равнодушным. есть возможность покупки в лизинг, кредит",0,0,0,0,0,0,0,0,0,0,95,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1157.0
